,팀명,경기날짜,결과,이름,공격종합_성공률,오픈_성공률,시간차_성공률,이동_성공률,후위_성공률,속공_성공률,퀵오픈_성공률,서브_성공률,범실_범실,포지션,득점점유율,스타팅멤버
2,한국도로공사,2018-12-25,0,배유나,41.67,41.67,0.0,0.0,0.0,0.0,0.0,0.33,1,C,0.23684210526315788,1
3,한국도로공사,2018-12-25,0,문정원,44.44,50.0,0.0,0.0,0.0,0.0,50.0,0.0,3,R,0.10526315789473684,1
4,한국도로공사,2018-12-25,0,유서연,44.44,20.0,0.0,0.0,0.0,0.0,75.0,0.0,0,L,0.10526315789473684,0
6,한국도로공사,2018-12-25,0,정대영,25.0,25.0,0.0,33.33,0.0,0.0,0.0,0.0,2,C,0.05263157894736842,1
8,한국도로공사,2018-12-25,0,이효희,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.0,1
10,한국도로공사,2018-12-25,0,이원정,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.0,0
11,한국도로공사,2018-12-25,0,임명옥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,현대건설,2018-12-26,0,마야,41.67,35.0,0.0,0.0,71.43,0.0,33.33,0.0,8,R,0.4411764705882353,1
1,현대건설,2018-12-26,0,양효진,25.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,2,C,0.20588235294117646,1
2,현대건설,2018-12-26,0,김주향,20.83,22.73,0.0,0.0,0.0,0.0,0.0,0.0,2,L,0.14705882352941177,1
4,현대건설,2018-12-26,0,이다영,66.67,66.67,0.0,0.0,0.0,0.0,0.0,0.0,4,S,0.11764705882352941,1
5,현대건설,2018-12-26,0,황연주,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,3,R,0.058823529411764705,0
7,현대건설,2018-12-26,0,이영주,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0,L,0.029411764705882353,0
8,현대건설,2018-12-26,0,정다운,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,C,0.0,0
9,현대건설,2018-12-26,0,김연견,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,GS칼텍스,2018-12-26,1,알리,47.92,40.91,0.0,0.0,50.0,0.0,56.25,0.33,7,R,0.4807692307692308,1
1,GS칼텍스,2018-12-26,1,김유리,44.44,0.0,0.0,0.0,0.0,57.14,0.0,0.33,1,C,0.15384615384615385,1
2,GS칼텍스,2018-12-26,1,이소영,30.0,25.0,0.0,0.0,0.0,0.0,42.86,0.0,0,L,0.1346153846153846,1
3,GS칼텍스,2018-12-26,1,표승주,26.67,22.22,0.0,0.0,0.0,0.0,40.0,0.0,3,R,0.09615384615384616,0
4,GS칼텍스,2018-12-26,1,김현정,66.67,100.0,0.0,50.0,0.0,66.67,0.0,0.0,2,C,0.09615384615384616,1
5,GS칼텍스,2018-12-26,1,안혜진,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,2,S,0.038461538461538464,1
7,GS칼텍스,2018-12-26,1,김채원,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,L,0.0,0
9,GS칼텍스,2018-12-26,1,한다혜,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,한국도로공사,2018-12-29,1,박정아,39.29,43.75,0.0,0.0,0.0,0.0,36.36,0.33,2,L,0.2653061224489796,1
1,한국도로공사,2018-12-29,1,파튜,48.0,50.0,50.0,0.0,0.0,0.0,50.0,0.0,4,R,0.24489795918367346,1
2,한국도로공사,2018-12-29,1,배유나,26.67,20.0,0.0,66.67,0.0,0.0,0.0,0.33,4,C,0.16326530612244897,1
3,한국도로공사,2018-12-29,1,정대영,57.14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3,C,0.12244897959183673,1
4,한국도로공사,2018-12-29,1,문정원,33.33,33.33,0.0,0.0,0.0,0.0,50.0,0.33,2,R,0.10204081632653061,1
6,한국도로공사,2018-12-29,1,유서연,30.0,25.0,0.0,0.0,0.0,0.0,50.0,0.0,0,L,0.061224489795918366,0
7,한국도로공사,2018-12-29,1,이효희,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.04081632653061224,1
11,한국도로공사,2018-12-29,1,임명옥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,KGC인삼공사,2018-12-29,0,이예솔,30.0,30.0,33.33,0.0,0.0,0.0,30.77,1.33,7,R,0.34210526315789475,1
1,KGC인삼공사,2018-12-29,0,고민지,17.39,22.22,0.0,0.0,0.0,0.0,11.76,0.0,5,L,0.23684210526315788,1
2,KGC인삼공사,2018-12-29,0,박은진,54.55,50.0,0.0,100.0,0.0,50.0,0.0,0.0,2,C,0.18421052631578946,1
3,KGC인삼공사,2018-12-29,0,최은지,21.05,27.27,50.0,0.0,0.0,0.0,0.0,0.33,5,L,0.13157894736842105,1
5,KGC인삼공사,2018-12-29,0,한수지,28.57,50.0,0.0,0.0,0.0,20.0,0.0,0.0,1,C,0.05263157894736842,1
6,KGC인삼공사,2018-12-29,0,하효림,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0,S,0.05263157894736842,1
8,KGC인삼공사,2018-12-29,0,노란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
9,KGC인삼공사,2018-12-29,0,오지영,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
10,KGC인삼공사,2018-12-29,0,이재은,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.0,0
0,현대건설,2018-12-30,0,마야,34.04,35.71,0.0,0.0,31.25,0.0,33.33,0.0,6,R,0.4146341463414634,1
1,현대건설,2018-12-30,0,황연주,34.38,35.0,100.0,0.0,25.0,0.0,20.0,0.0,2,R,0.2682926829268293,1
2,현대건설,2018-12-30,0,양효진,46.15,45.45,0.0,0.0,0.0,50.0,0.0,0.0,4,C,0.17073170731707318,1
3,현대건설,2018-12-30,0,황민경,20.0,12.5,0.0,0.0,100.0,0.0,25.0,0.33,1,L,0.12195121951219512,1
7,현대건설,2018-12-30,0,이다영,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.024390243902439025,1
9,현대건설,2018-12-30,0,김연견,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,흥국생명,2018-12-30,1,이재영,40.54,31.25,100.0,0.0,0.0,0.0,70.0,0.67,0,L,0.30357142857142855,1
1,흥국생명,2018-12-30,1,톰시아,44.83,52.94,0.0,0.0,30.0,0.0,100.0,0.0,0,R,0.25,1
2,흥국생명,2018-12-30,1,이주아,31.25,40.0,0.0,50.0,0.0,0.0,0.0,0.33,0,C,0.14285714285714285,1
3,흥국생명,2018-12-30,1,김세영,54.55,28.57,0.0,0.0,0.0,100.0,0.0,0.0,1,C,0.14285714285714285,1
4,흥국생명,2018-12-30,1,신연경,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.67,2,L,0.08928571428571429,0
5,흥국생명,2018-12-30,1,김미연,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2,L,0.03571428571428571,0
6,흥국생명,2018-12-30,1,조송화,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.33,2,S,0.03571428571428571,1
9,흥국생명,2018-12-30,1,김해란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,KGC인삼공사,2019-01-01,0,고민지,34.29,25.0,33.33,0.0,0.0,0.0,43.75,0.0,4,L,0.23076923076923078,1
1,KGC인삼공사,2019-01-01,0,이예솔,36.67,29.41,50.0,0.0,33.33,0.0,50.0,0.0,4,R,0.21153846153846154,1
2,KGC인삼공사,2019-01-01,0,최은지,38.46,36.36,100.0,0.0,0.0,0.0,36.36,0.33,2,L,0.21153846153846154,1
3,KGC인삼공사,2019-01-01,0,박은진,36.84,28.57,0.0,75.0,0.0,25.0,0.0,0.0,3,C,0.19230769230769232,1
4,KGC인삼공사,2019-01-01,0,한수지,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,3,C,0.07692307692307693,1
5,KGC인삼공사,2019-01-01,0,한송이,60.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0,C,0.057692307692307696,0
6,KGC인삼공사,2019-01-01,0,이재은,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.019230769230769232,0
7,KGC인삼공사,2019-01-01,0,하효림,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.0,0
8,KGC인삼공사,2019-01-01,0,노란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
9,KGC인삼공사,2019-01-01,0,오지영,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,IBK기업은행,2019-01-01,1,어나이,31.11,33.33,0.0,0.0,16.67,0.0,33.33,0.33,1,L,0.288135593220339,1
1,IBK기업은행,2019-01-01,1,김희진,54.55,50.0,66.67,0.0,0.0,75.0,0.0,0.33,3,R,0.22033898305084745,1
2,IBK기업은행,2019-01-01,1,김수지,43.75,33.33,50.0,66.67,0.0,50.0,0.0,0.0,0,C,0.1864406779661017,1
3,IBK기업은행,2019-01-01,1,고예림,41.18,25.0,0.0,0.0,0.0,0.0,80.0,0.0,3,L,0.1694915254237288,1
4,IBK기업은행,2019-01-01,1,백목화,27.27,40.0,0.0,0.0,0.0,0.0,25.0,0.67,0,L,0.1016949152542373,1
5,IBK기업은행,2019-01-01,1,이나연,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,S,0.03389830508474576,1
7,IBK기업은행,2019-01-01,1,박상미,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,흥국생명,2019-01-02,0,이재영,33.33,25.0,50.0,0.0,66.67,0.0,40.0,0.0,4,L,0.35,1
1,흥국생명,2019-01-02,0,톰시아,30.77,33.33,0.0,0.0,16.67,0.0,0.0,0.0,3,R,0.3,1
2,흥국생명,2019-01-02,0,김미연,38.46,33.33,100.0,0.0,0.0,0.0,33.33,0.0,1,L,0.15,1
3,흥국생명,2019-01-02,0,김세영,40.0,66.67,66.67,0.0,0.0,0.0,0.0,0.0,2,C,0.125,1
4,흥국생명,2019-01-02,0,이주아,42.86,0.0,0.0,60.0,0.0,0.0,0.0,0.0,1,C,0.075,1
6,흥국생명,2019-01-02,0,김다솔,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,S,0.0,0
7,흥국생명,2019-01-02,0,조송화,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.0,0
9,흥국생명,2019-01-02,0,김해란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Li,0.0,0
0,GS칼텍스,2019-01-02,1,알리,45.24,51.61,0.0,0.0,28.57,0.0,33.33,0.0,1,R,0.3508771929824561,1
1,GS칼텍스,2019-01-02,1,표승주,42.31,25.0,100.0,0.0,0.0,0.0,47.06,0.0,0,R,0.21052631578947367,1
2,GS칼텍스,2019-01-02,1,이소영,37.04,35.0,0.0,0.0,25.0,0.0,66.67,0.0,1,L,0.19298245614035087,1
3,GS칼텍스,2019-01-02,1,김현정,60.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,1,C,0.08771929824561403,1
4,GS칼텍스,2019-01-02,1,김유리,37.5,50.0,0.0,0.0,0.0,33.33,0.0,0.0,2,C,0.07017543859649122,1
5,GS칼텍스,2019-01-02,1,강소휘,42.86,25.0,50.0,0.0,0.0,0.0,100.0,0.0,1,L,0.05263157894736842,0
6,GS칼텍스,2019-01-02,1,안혜진,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0,S,0.03508771929824561,0
7,GS칼텍스,2019-01-02,1,이고은,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.0,1
8,GS칼텍스,2019-01-02,1,김채원,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
9,GS칼텍스,2019-01-02,1,한다혜,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,현대건설,2019-01-02,1,마야,43.66,38.71,0.0,0.0,48.28,0.0,45.45,0.25,8,R,0.4177215189873418,1
1,현대건설,2019-01-02,1,양효진,54.29,48.0,33.33,0.0,0.0,85.71,0.0,0.25,4,C,0.31645569620253167,1
2,현대건설,2019-01-02,1,정지윤,36.36,37.93,0.0,0.0,0.0,33.33,0.0,0.0,4,C,0.16455696202531644,1
3,현대건설,2019-01-02,1,고유민,12.5,14.29,0.0,0.0,0.0,0.0,0.0,0.25,1,L,0.0379746835443038,1
4,현대건설,2019-01-02,1,이다영,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.0379746835443038,1
5,현대건설,2019-01-02,1,황민경,16.67,20.0,0.0,0.0,0.0,0.0,0.0,0.25,2,L,0.02531645569620253,1
7,현대건설,2019-01-02,1,김연견,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
8,현대건설,2019-01-02,1,이영주,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
0,한국도로공사,2019-01-02,0,박정아,29.55,30.77,0.0,0.0,0.0,0.0,35.71,0.0,6,L,0.25,1
1,한국도로공사,2019-01-02,0,정대영,45.16,28.57,66.67,33.33,0.0,63.64,0.0,0.0,2,C,0.25,1
2,한국도로공사,2019-01-02,0,파튜,38.71,33.33,60.0,0.0,0.0,0.0,50.0,0.25,1,R,0.25,1
3,한국도로공사,2019-01-02,0,배유나,27.27,8.33,0.0,35.71,0.0,42.86,0.0,0.0,2,C,0.140625,1
4,한국도로공사,2019-01-02,0,문정원,33.33,12.5,0.0,0.0,0.0,0.0,66.67,0.0,3,R,0.078125,1
5,한국도로공사,2019-01-02,0,이효희,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.25,0,S,0.03125,1
7,한국도로공사,2019-01-02,0,박혜미,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
8,한국도로공사,2019-01-02,0,유서연,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,L,0.0,0
10,한국도로공사,2019-01-02,0,임명옥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,KGC인삼공사,2019-01-05,0,박은진,45.16,25.0,100.0,66.67,0.0,57.14,0.0,0.67,2,C,0.3695652173913043,1
1,KGC인삼공사,2019-01-05,0,최은지,33.33,11.11,100.0,0.0,50.0,0.0,43.75,0.0,4,L,0.2826086956521739,1
2,KGC인삼공사,2019-01-05,0,한수지,35.0,22.22,50.0,50.0,0.0,25.0,100.0,0.0,2,C,0.17391304347826086,1
3,KGC인삼공사,2019-01-05,0,이예솔,16.67,18.75,0.0,0.0,0.0,0.0,12.5,0.0,3,R,0.08695652173913043,0
4,KGC인삼공사,2019-01-05,0,한송이,27.27,14.29,0.0,0.0,0.0,0.0,66.67,0.0,0,C,0.06521739130434782,0
6,KGC인삼공사,2019-01-05,0,이재은,33.33,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.021739130434782608,1
8,KGC인삼공사,2019-01-05,0,노란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
9,KGC인삼공사,2019-01-05,0,오지영,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,현대건설,2019-01-05,1,마야,33.33,32.5,0.0,0.0,36.36,0.0,33.33,0.33,8,R,0.34375,1
1,현대건설,2019-01-05,1,양효진,55.88,51.85,100.0,0.0,0.0,66.67,0.0,0.33,1,C,0.34375,1
2,현대건설,2019-01-05,1,정지윤,29.17,28.57,0.0,0.0,0.0,33.33,0.0,0.0,1,C,0.15625,1
3,현대건설,2019-01-05,1,이다영,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,2,S,0.0625,1
4,현대건설,2019-01-05,1,고유민,66.67,66.67,0.0,0.0,0.0,0.0,0.0,0.33,1,L,0.0625,1
5,현대건설,2019-01-05,1,황민경,8.33,0.0,0.0,0.0,0.0,0.0,50.0,0.0,4,L,0.03125,1
6,현대건설,2019-01-05,1,김연견,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
7,현대건설,2019-01-05,1,이영주,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
0,IBK기업은행,2019-01-06,0,어나이,32.65,25.93,33.33,0.0,50.0,0.0,36.36,0.33,5,L,0.38636363636363635,1
1,IBK기업은행,2019-01-06,0,김희진,29.63,31.25,20.0,50.0,0.0,100.0,0.0,0.33,2,R,0.22727272727272727,1
2,IBK기업은행,2019-01-06,0,김수지,62.5,66.67,0.0,0.0,0.0,60.0,0.0,0.33,0,C,0.20454545454545456,1
3,IBK기업은행,2019-01-06,0,고예림,22.73,23.08,0.0,0.0,0.0,0.0,22.22,0.0,4,L,0.11363636363636363,0
4,IBK기업은행,2019-01-06,0,이나연,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.045454545454545456,1
5,IBK기업은행,2019-01-06,0,백목화,14.29,0.0,0.0,0.0,0.0,0.0,33.33,0.0,1,L,0.022727272727272728,1
9,IBK기업은행,2019-01-06,0,박상미,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
10,IBK기업은행,2019-01-06,0,최수빈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
0,흥국생명,2019-01-06,1,이재영,54.76,35.29,66.67,0.0,55.56,0.0,76.92,0.67,5,L,0.41935483870967744,1
1,흥국생명,2019-01-06,1,톰시아,39.47,44.44,0.0,0.0,30.0,0.0,0.0,0.33,4,R,0.2903225806451613,1
2,흥국생명,2019-01-06,1,이주아,33.33,50.0,50.0,28.57,0.0,0.0,0.0,0.0,3,C,0.08064516129032258,1
3,흥국생명,2019-01-06,1,김미연,45.45,28.57,100.0,0.0,0.0,0.0,50.0,0.0,2,L,0.08064516129032258,0
4,흥국생명,2019-01-06,1,조송화,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,S,0.06451612903225806,1
5,흥국생명,2019-01-06,1,김세영,28.57,0.0,100.0,0.0,0.0,25.0,0.0,0.0,0,C,0.04838709677419355,1
6,흥국생명,2019-01-06,1,신연경,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.016129032258064516,0
8,흥국생명,2019-01-06,1,김해란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,흥국생명,2019-01-09,0,이재영,35.82,35.9,0.0,0.0,26.67,0.0,46.15,0.2,5,L,0.36619718309859156,1
1,흥국생명,2019-01-09,0,김세영,61.11,33.33,100.0,0.0,0.0,66.67,0.0,0.0,2,C,0.22535211267605634,1
2,흥국생명,2019-01-09,0,톰시아,30.77,28.0,0.0,0.0,42.86,0.0,28.57,0.0,3,R,0.18309859154929578,1
3,흥국생명,2019-01-09,0,김미연,28.57,18.75,80.0,0.0,0.0,0.0,14.29,0.0,3,L,0.11267605633802817,1
4,흥국생명,2019-01-09,0,이주아,27.27,0.0,0.0,0.0,0.0,60.0,0.0,0.2,2,C,0.07042253521126761,1
5,흥국생명,2019-01-09,0,신연경,14.29,0.0,0.0,0.0,0.0,0.0,33.33,0.0,1,L,0.014084507042253521,0
6,흥국생명,2019-01-09,0,공윤희,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1,L,0.014084507042253521,0
7,흥국생명,2019-01-09,0,조송화,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,S,0.014084507042253521,1
8,흥국생명,2019-01-09,0,김나희,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,C,0.0,0
11,흥국생명,2019-01-09,0,김해란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,한국도로공사,2019-01-09,1,파튜,44.32,40.0,62.5,0.0,31.58,0.0,62.5,0.0,6,R,0.45454545454545453,1
1,한국도로공사,2019-01-09,1,박정아,31.11,31.58,100.0,0.0,0.0,0.0,26.32,0.2,7,L,0.19318181818181818,1
2,한국도로공사,2019-01-09,1,정대영,43.75,50.0,66.67,0.0,0.0,37.5,0.0,0.0,3,C,0.14772727272727273,1
3,한국도로공사,2019-01-09,1,배유나,58.33,33.33,0.0,100.0,0.0,75.0,0.0,0.0,2,C,0.09090909090909091,1
4,한국도로공사,2019-01-09,1,문정원,40.0,0.0,50.0,0.0,0.0,0.0,100.0,0.6,5,R,0.09090909090909091,1
5,한국도로공사,2019-01-09,1,이효희,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.011363636363636364,1
6,한국도로공사,2019-01-09,1,이원정,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.011363636363636364,0
7,한국도로공사,2019-01-09,1,박혜미,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
8,한국도로공사,2019-01-09,1,유서연,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
9,한국도로공사,2019-01-09,1,임명옥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,GS칼텍스,2019-01-09,1,알리,50.0,45.16,0.0,0.0,50.0,0.0,80.0,0.67,3,R,0.4745762711864407,1
1,GS칼텍스,2019-01-09,1,이소영,36.0,33.33,0.0,0.0,0.0,0.0,50.0,0.0,5,L,0.2033898305084746,1
2,GS칼텍스,2019-01-09,1,표승주,44.44,33.33,0.0,0.0,0.0,0.0,62.5,0.0,0,R,0.15254237288135594,0
3,GS칼텍스,2019-01-09,1,김유리,50.0,100.0,0.0,0.0,0.0,50.0,0.0,0.0,1,C,0.1016949152542373,1
5,GS칼텍스,2019-01-09,1,김현정,33.33,0.0,0.0,50.0,0.0,33.33,0.0,0.0,1,C,0.06779661016949153,1
6,GS칼텍스,2019-01-09,1,이고은,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,S,0.0,1
9,GS칼텍스,2019-01-09,1,안혜진,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.0,0
11,GS칼텍스,2019-01-09,1,한다혜,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,KGC인삼공사,2019-01-09,0,최은지,35.9,32.0,50.0,0.0,0.0,0.0,40.0,0.33,5,L,0.29411764705882354,1
1,KGC인삼공사,2019-01-09,0,이예솔,46.15,37.5,33.33,0.0,0.0,0.0,83.33,0.0,2,R,0.23529411764705882,1
2,KGC인삼공사,2019-01-09,0,한송이,53.33,55.56,0.0,0.0,0.0,0.0,60.0,0.33,1,C,0.21568627450980393,0
3,KGC인삼공사,2019-01-09,0,박은진,38.46,66.67,0.0,0.0,0.0,33.33,0.0,0.0,2,C,0.13725490196078433,1
4,KGC인삼공사,2019-01-09,0,한수지,14.29,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,C,0.058823529411764705,1
5,KGC인삼공사,2019-01-09,0,이재은,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.33,0,S,0.0392156862745098,1
6,KGC인삼공사,2019-01-09,0,나현수,33.33,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1,R,0.0196078431372549,0
8,KGC인삼공사,2019-01-09,0,노란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
9,KGC인삼공사,2019-01-09,0,오지영,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,GS칼텍스,2019-01-12,0,알리,35.14,33.33,0.0,0.0,40.0,0.0,40.0,0.2,3,R,0.3815789473684211,1
1,GS칼텍스,2019-01-12,0,이소영,36.11,22.22,50.0,0.0,0.0,0.0,53.33,0.0,3,L,0.18421052631578946,1
2,GS칼텍스,2019-01-12,0,강소휘,35.48,26.67,66.67,0.0,0.0,0.0,45.45,0.2,6,L,0.17105263157894737,1
3,GS칼텍스,2019-01-12,0,표승주,41.67,0.0,0.0,0.0,0.0,0.0,62.5,0.5,1,R,0.11842105263157894,0
4,GS칼텍스,2019-01-12,0,김유리,20.0,0.0,0.0,0.0,0.0,22.22,0.0,0.0,4,C,0.06578947368421052,1
5,GS칼텍스,2019-01-12,0,김현정,42.86,100.0,0.0,0.0,0.0,20.0,0.0,0.0,1,C,0.06578947368421052,1
6,GS칼텍스,2019-01-12,0,안혜진,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,4,S,0.013157894736842105,0
7,GS칼텍스,2019-01-12,0,이고은,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.0,1
8,GS칼텍스,2019-01-12,0,김채원,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
10,GS칼텍스,2019-01-12,0,한다혜,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,한국도로공사,2019-01-12,1,배유나,53.13,42.86,50.0,71.43,0.0,55.56,0.0,0.4,3,C,0.23863636363636365,1
1,한국도로공사,2019-01-12,1,정대영,44.44,40.0,66.67,50.0,0.0,42.86,0.0,0.0,3,C,0.2159090909090909,1
2,한국도로공사,2019-01-12,1,파튜,32.65,26.92,55.56,0.0,0.0,0.0,50.0,0.0,4,R,0.20454545454545456,1
3,한국도로공사,2019-01-12,1,박정아,25.42,28.57,66.67,0.0,0.0,0.0,18.52,0.0,3,L,0.17045454545454544,1
4,한국도로공사,2019-01-12,1,유서연,46.67,40.0,0.0,0.0,0.0,0.0,60.0,0.2,3,L,0.09090909090909091,1
5,한국도로공사,2019-01-12,1,문정원,50.0,50.0,0.0,0.0,0.0,0.0,100.0,0.2,6,R,0.056818181818181816,1
6,한국도로공사,2019-01-12,1,이효희,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.2,0,S,0.022727272727272728,1
8,한국도로공사,2019-01-12,1,이원정,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.0,0
9,한국도로공사,2019-01-12,1,임명옥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,현대건설,2019-01-13,1,마야,49.3,38.46,0.0,0.0,41.94,0.0,85.71,0.25,9,R,0.45569620253164556,1
1,현대건설,2019-01-13,1,양효진,42.42,40.74,100.0,0.0,0.0,40.0,0.0,0.0,1,C,0.21518987341772153,1
2,현대건설,2019-01-13,1,황민경,42.11,33.33,0.0,0.0,0.0,0.0,57.14,0.0,3,L,0.11392405063291139,1
3,현대건설,2019-01-13,1,정지윤,40.0,33.33,0.0,0.0,0.0,50.0,100.0,0.25,2,C,0.10126582278481013,1
4,현대건설,2019-01-13,1,이다영,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.25,1,S,0.06329113924050633,1
5,현대건설,2019-01-13,1,고유민,12.5,16.67,0.0,0.0,0.0,0.0,0.0,0.5,0,L,0.0379746835443038,1
6,현대건설,2019-01-13,1,이영주,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1,L,0.012658227848101266,0
7,현대건설,2019-01-13,1,김연견,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,IBK기업은행,2019-01-13,0,어나이,43.94,42.86,0.0,0.0,36.84,0.0,58.33,0.0,6,L,0.49230769230769234,1
1,IBK기업은행,2019-01-13,0,김희진,35.48,26.32,0.0,20.0,100.0,80.0,0.0,0.25,2,R,0.2153846153846154,1
2,IBK기업은행,2019-01-13,0,김수지,31.58,0.0,50.0,50.0,0.0,66.67,0.0,0.0,0,C,0.16923076923076924,1
