,팀명,경기날짜,결과,이름,공격종합_성공률,오픈_성공률,시간차_성공률,이동_성공률,후위_성공률,속공_성공률,퀵오픈_성공률,서브_성공률,범실_범실,포지션,득점점유율,스타팅멤버
0,흥국생명,2021-11-11,0,캣벨,27.69,22.58,0.0,0.0,15.79,0.0,61.54,0.0,10,R,0.41509433962264153,1
1,흥국생명,2021-11-11,0,김미연,26.83,25.0,0.0,0.0,0.0,0.0,30.0,0.0,4,L,0.20754716981132076,1
2,흥국생명,2021-11-11,0,이주아,41.67,50.0,0.0,40.0,0.0,40.0,0.0,0.25,3,C,0.16981132075471697,1
3,흥국생명,2021-11-11,0,박현주,40.0,33.33,0.0,0.0,0.0,0.0,42.86,0.67,2,L,0.11320754716981132,0
5,흥국생명,2021-11-11,0,김채연,40.0,50.0,0.0,0.0,0.0,50.0,0.0,0.25,0,C,0.05660377358490566,1
6,흥국생명,2021-11-11,0,박혜진,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.25,6,S,0.03773584905660377,1
9,흥국생명,2021-11-11,0,도수빈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
10,흥국생명,2021-11-11,0,박상미,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,KGC인삼공사,2021-11-12,1,옐레나,43.24,47.06,0.0,0.0,41.67,0.0,50.0,0.0,3,R,0.34545454545454546,1
1,KGC인삼공사,2021-11-12,1,이소영,42.86,25.0,80.0,0.0,66.67,0.0,33.33,1.0,3,L,0.2909090909090909,1
2,KGC인삼공사,2021-11-12,1,박혜민,45.0,40.0,0.0,0.0,0.0,0.0,60.0,0.0,2,L,0.16363636363636364,1
3,KGC인삼공사,2021-11-12,1,한송이,50.0,50.0,100.0,0.0,0.0,42.86,0.0,0.0,1,C,0.12727272727272726,1
4,KGC인삼공사,2021-11-12,1,박은진,36.36,50.0,0.0,33.33,0.0,33.33,0.0,0.0,1,C,0.07272727272727272,1
6,KGC인삼공사,2021-11-12,1,염혜선,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,S,0.0,1
7,KGC인삼공사,2021-11-12,1,노란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Li,0.0,0
8,KGC인삼공사,2021-11-12,1,고의정,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,L,0.0,0
0,IBK기업은행,2021-11-12,0,라셈,41.86,34.62,100.0,0.0,45.45,0.0,60.0,0.0,6,R,0.5294117647058824,1
1,IBK기업은행,2021-11-12,0,김주향,23.08,0.0,25.0,0.0,0.0,0.0,45.45,0.0,4,L,0.23529411764705882,1
2,IBK기업은행,2021-11-12,0,표승주,15.0,9.09,50.0,0.0,0.0,0.0,14.29,0.0,1,L,0.08823529411764706,1
3,IBK기업은행,2021-11-12,0,최정민,28.57,33.33,0.0,0.0,0.0,33.33,0.0,0.33,1,C,0.08823529411764706,0
5,IBK기업은행,2021-11-12,0,김수지,20.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,1,C,0.058823529411764705,1
7,IBK기업은행,2021-11-12,0,김하경,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,S,0.0,0
0,페퍼저축은행,2021-11-13,0,엘리자벳,35.29,42.11,0.0,0.0,25.0,0.0,100.0,0.0,7,R,0.4117647058823529,1
1,페퍼저축은행,2021-11-13,0,박경현,46.15,33.33,66.67,0.0,0.0,0.0,50.0,0.67,3,L,0.23529411764705882,1
2,페퍼저축은행,2021-11-13,0,이한비,21.43,20.0,0.0,0.0,0.0,0.0,50.0,0.0,4,L,0.11764705882352941,1
3,페퍼저축은행,2021-11-13,0,하혜진,25.0,33.33,0.0,0.0,0.0,20.0,0.0,0.0,2,R,0.11764705882352941,1
4,페퍼저축은행,2021-11-13,0,이현,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.33,3,S,0.08823529411764706,1
5,페퍼저축은행,2021-11-13,0,최가은,20.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,1,C,0.029411764705882353,1
8,페퍼저축은행,2021-11-13,0,김세인,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
9,페퍼저축은행,2021-11-13,0,문슬기,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,현대건설,2021-11-13,1,야스민,47.37,16.67,0.0,0.0,60.0,0.0,66.67,1.0,6,R,0.2708333333333333,1
1,현대건설,2021-11-13,1,양효진,47.37,54.55,50.0,0.0,0.0,33.33,0.0,0.33,2,C,0.2708333333333333,1
2,현대건설,2021-11-13,1,이다현,70.0,100.0,0.0,75.0,0.0,60.0,0.0,0.0,0,C,0.20833333333333334,1
3,현대건설,2021-11-13,1,고예림,31.25,37.5,0.0,0.0,0.0,0.0,33.33,0.67,6,L,0.14583333333333334,1
4,현대건설,2021-11-13,1,황민경,23.08,20.0,100.0,0.0,0.0,0.0,16.67,0.33,2,L,0.08333333333333333,1
7,현대건설,2021-11-13,1,김다인,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,2,S,0.020833333333333332,1
8,현대건설,2021-11-13,1,김연견,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,흥국생명,2021-11-14,0,캣벨,26.09,22.22,66.67,0.0,28.57,0.0,22.22,0.0,6,R,0.4827586206896552,1
1,흥국생명,2021-11-14,0,김미연,31.82,26.67,0.0,0.0,0.0,0.0,42.86,0.33,2,L,0.3103448275862069,1
3,흥국생명,2021-11-14,0,이주아,20.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,3,C,0.1724137931034483,1
6,흥국생명,2021-11-14,0,박혜진,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,S,0.034482758620689655,1
8,흥국생명,2021-11-14,0,김채연,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,C,0.0,1
10,흥국생명,2021-11-14,0,도수빈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
11,흥국생명,2021-11-14,0,박상미,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,GS칼텍스,2021-11-14,1,모마,50.0,50.0,0.0,0.0,71.43,0.0,50.0,0.0,2,R,0.3392857142857143,1
1,GS칼텍스,2021-11-14,1,강소휘,43.48,66.67,100.0,0.0,25.0,0.0,0.0,0.0,4,L,0.21428571428571427,1
2,GS칼텍스,2021-11-14,1,유서연,45.45,42.86,100.0,0.0,0.0,0.0,42.86,0.33,3,L,0.21428571428571427,1
3,GS칼텍스,2021-11-14,1,한수지,28.57,0.0,0.0,100.0,0.0,33.33,0.0,0.0,0,C,0.10714285714285714,1
4,GS칼텍스,2021-11-14,1,김유리,57.14,0.0,0.0,0.0,0.0,57.14,0.0,0.33,0,C,0.08928571428571429,1
5,GS칼텍스,2021-11-14,1,안혜진,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.33,3,S,0.03571428571428571,1
8,GS칼텍스,2021-11-14,1,김해빈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,L,0.0,0
10,GS칼텍스,2021-11-14,1,오지영,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
11,GS칼텍스,2021-11-14,1,한수진,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,페퍼저축은행,2021-11-16,0,엘리자벳,50.0,53.85,0.0,0.0,41.67,0.0,0.0,0.0,11,R,0.5857142857142857,1
1,페퍼저축은행,2021-11-16,0,이한비,28.21,20.0,100.0,0.0,100.0,0.0,33.33,0.2,5,L,0.17142857142857143,1
2,페퍼저축은행,2021-11-16,0,하혜진,30.0,33.33,100.0,0.0,0.0,0.0,0.0,0.4,3,R,0.08571428571428572,1
3,페퍼저축은행,2021-11-16,0,박경현,20.0,23.08,0.0,0.0,0.0,0.0,0.0,0.2,5,L,0.07142857142857142,1
4,페퍼저축은행,2021-11-16,0,최가은,27.27,0.0,100.0,66.67,0.0,0.0,0.0,0.0,3,C,0.07142857142857142,1
5,페퍼저축은행,2021-11-16,0,이현,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2,S,0.014285714285714285,1
7,페퍼저축은행,2021-11-16,0,구솔,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.0,0
8,페퍼저축은행,2021-11-16,0,김세인,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
9,페퍼저축은행,2021-11-16,0,문슬기,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
10,페퍼저축은행,2021-11-16,0,박연화,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,C,0.0,0
12,페퍼저축은행,2021-11-16,0,이은지,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,R,0.0,0
0,IBK기업은행,2021-11-16,1,김희진,45.45,37.5,100.0,100.0,44.44,0.0,25.0,0.0,3,C,0.22077922077922077,1
1,IBK기업은행,2021-11-16,1,김주향,38.71,26.67,0.0,0.0,0.0,0.0,53.33,0.2,4,L,0.19480519480519481,1
2,IBK기업은행,2021-11-16,1,김수지,60.0,0.0,100.0,83.33,0.0,0.0,0.0,0.6,4,C,0.19480519480519481,1
3,IBK기업은행,2021-11-16,1,표승주,34.48,20.0,0.0,0.0,0.0,0.0,53.85,0.6,1,L,0.16883116883116883,1
4,IBK기업은행,2021-11-16,1,라셈,40.91,42.86,100.0,0.0,28.57,0.0,0.0,0.25,4,R,0.14285714285714285,1
5,IBK기업은행,2021-11-16,1,최정민,20.0,22.22,0.0,0.0,0.0,0.0,0.0,0.33,4,C,0.03896103896103896,1
6,IBK기업은행,2021-11-16,1,김하경,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,5,S,0.025974025974025976,1
7,IBK기업은행,2021-11-16,1,최수빈,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.012987012987012988,0
11,IBK기업은행,2021-11-16,1,신연경,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Li,0.0,0
0,현대건설,2021-11-17,1,양효진,76.19,81.82,100.0,0.0,0.0,57.14,0.0,0.67,1,C,0.3333333333333333,1
1,현대건설,2021-11-17,1,야스민,45.16,40.0,0.0,0.0,57.14,0.0,50.0,0.33,4,R,0.26666666666666666,1
2,현대건설,2021-11-17,1,고예림,46.67,42.86,50.0,0.0,0.0,0.0,50.0,0.0,0,L,0.11666666666666667,1
3,현대건설,2021-11-17,1,정지윤,58.33,20.0,100.0,0.0,0.0,0.0,83.33,0.0,2,C,0.11666666666666667,0
4,현대건설,2021-11-17,1,황민경,29.41,20.0,100.0,0.0,0.0,0.0,40.0,0.0,2,L,0.08333333333333333,1
5,현대건설,2021-11-17,1,김다인,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.67,1,S,0.05,1
6,현대건설,2021-11-17,1,이다현,14.29,0.0,0.0,0.0,0.0,25.0,0.0,0.0,1,C,0.03333333333333333,1
8,현대건설,2021-11-17,1,김연견,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,한국도로공사,2021-11-17,0,켈시,25.0,13.64,0.0,0.0,33.33,0.0,75.0,0.0,4,R,0.2727272727272727,1
1,한국도로공사,2021-11-17,0,박정아,38.89,44.44,0.0,0.0,0.0,0.0,42.86,0.0,4,L,0.24242424242424243,1
2,한국도로공사,2021-11-17,0,이예림,53.85,62.5,0.0,0.0,0.0,0.0,50.0,0.0,3,L,0.21212121212121213,0
3,한국도로공사,2021-11-17,0,배유나,23.08,28.57,50.0,0.0,0.0,0.0,0.0,0.0,2,C,0.12121212121212122,1
4,한국도로공사,2021-11-17,0,정대영,22.22,0.0,0.0,50.0,0.0,25.0,0.0,0.0,1,C,0.12121212121212122,1
6,한국도로공사,2021-11-17,0,이고은,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.030303030303030304,1
7,한국도로공사,2021-11-17,0,문정원,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,R,0.0,0
10,한국도로공사,2021-11-17,0,임명옥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,흥국생명,2021-11-18,0,캣벨,26.0,31.82,0.0,0.0,15.79,0.0,42.86,0.33,9,R,0.5714285714285714,1
1,흥국생명,2021-11-18,0,김미연,41.18,20.0,0.0,0.0,0.0,0.0,50.0,0.0,2,L,0.32142857142857145,1
4,흥국생명,2021-11-18,0,이주아,25.0,33.33,0.0,0.0,0.0,33.33,0.0,0.0,1,C,0.10714285714285714,1
9,흥국생명,2021-11-18,0,김다솔,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.0,0
11,흥국생명,2021-11-18,0,도수빈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
12,흥국생명,2021-11-18,0,박상미,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,KGC인삼공사,2021-11-18,1,옐레나,36.17,34.62,0.0,0.0,30.77,0.0,50.0,0.33,3,R,0.37254901960784315,1
1,KGC인삼공사,2021-11-18,1,이소영,26.47,20.0,40.0,0.0,50.0,0.0,23.53,0.0,3,L,0.19607843137254902,1
2,KGC인삼공사,2021-11-18,1,한송이,57.14,50.0,0.0,0.0,0.0,75.0,0.0,0.0,1,C,0.17647058823529413,1
3,KGC인삼공사,2021-11-18,1,박혜민,33.33,20.0,0.0,0.0,0.0,0.0,42.86,0.67,1,L,0.13725490196078433,1
4,KGC인삼공사,2021-11-18,1,박은진,38.46,50.0,0.0,80.0,0.0,0.0,0.0,0.0,0,C,0.11764705882352941,1
6,KGC인삼공사,2021-11-18,1,염혜선,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,S,0.0,1
9,KGC인삼공사,2021-11-18,1,노란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Li,0.0,0
0,GS칼텍스,2021-11-19,1,모마,38.71,25.0,66.67,0.0,66.67,0.0,50.0,0.67,4,R,0.2909090909090909,1
1,GS칼텍스,2021-11-19,1,유서연,43.48,41.67,0.0,0.0,0.0,0.0,50.0,1.33,4,L,0.2909090909090909,1
2,GS칼텍스,2021-11-19,1,강소휘,52.0,37.5,100.0,0.0,0.0,0.0,71.43,0.33,5,L,0.2727272727272727,1
3,GS칼텍스,2021-11-19,1,김유리,75.0,0.0,0.0,0.0,0.0,75.0,0.0,0.33,0,C,0.07272727272727272,1
4,GS칼텍스,2021-11-19,1,한수지,50.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0,C,0.05454545454545454,1
7,GS칼텍스,2021-11-19,1,안혜진,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,S,0.01818181818181818,1
10,GS칼텍스,2021-11-19,1,오지영,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
11,GS칼텍스,2021-11-19,1,한수진,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,페퍼저축은행,2021-11-19,0,엘리자벳,40.0,40.0,0.0,0.0,33.33,0.0,100.0,0.33,4,R,0.4482758620689655,1
1,페퍼저축은행,2021-11-19,0,이한비,30.0,20.0,100.0,0.0,0.0,0.0,66.67,0.0,2,L,0.2413793103448276,1
3,페퍼저축은행,2021-11-19,0,하혜진,14.29,50.0,0.0,0.0,0.0,0.0,0.0,0.33,1,R,0.13793103448275862,1
4,페퍼저축은행,2021-11-19,0,박경현,22.22,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.06896551724137931,1
5,페퍼저축은행,2021-11-19,0,최가은,25.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3,C,0.06896551724137931,1
6,페퍼저축은행,2021-11-19,0,이현,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,3,S,0.034482758620689655,1
8,페퍼저축은행,2021-11-19,0,구솔,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.0,0
10,페퍼저축은행,2021-11-19,0,문슬기,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Li,0.0,0
11,페퍼저축은행,2021-11-19,0,박연화,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,C,0.0,0
12,페퍼저축은행,2021-11-19,0,이은지,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,IBK기업은행,2021-11-20,0,표승주,40.48,33.33,100.0,0.0,0.0,0.0,45.0,0.5,2,L,0.3389830508474576,1
1,IBK기업은행,2021-11-20,0,김희진,35.29,26.67,50.0,100.0,38.46,0.0,33.33,0.0,6,C,0.2033898305084746,1
2,IBK기업은행,2021-11-20,0,김수지,60.0,100.0,100.0,57.14,0.0,0.0,0.0,0.25,3,C,0.1694915254237288,1
3,IBK기업은행,2021-11-20,0,김주향,32.14,23.53,100.0,0.0,0.0,0.0,40.0,0.0,2,L,0.15254237288135594,1
5,IBK기업은행,2021-11-20,0,최정민,37.5,33.33,0.0,33.33,0.0,50.0,0.0,0.67,4,C,0.0847457627118644,1
6,IBK기업은행,2021-11-20,0,김하경,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.5,1,S,0.05084745762711865,1
7,IBK기업은행,2021-11-20,0,구혜인,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,L,0.0,0
8,IBK기업은행,2021-11-20,0,신연경,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,현대건설,2021-11-20,1,야스민,55.56,48.39,0.0,0.0,53.33,0.0,87.5,0.25,8,R,0.45714285714285713,1
1,현대건설,2021-11-20,1,양효진,40.74,40.0,50.0,0.0,0.0,40.0,0.0,0.0,3,C,0.18571428571428572,1
2,현대건설,2021-11-20,1,정지윤,43.75,22.22,0.0,0.0,0.0,0.0,83.33,0.0,1,C,0.11428571428571428,0
3,현대건설,2021-11-20,1,황민경,24.0,18.18,0.0,0.0,0.0,0.0,36.36,0.0,4,L,0.08571428571428572,1
4,현대건설,2021-11-20,1,이다현,42.86,50.0,0.0,0.0,0.0,50.0,0.0,0.0,2,C,0.07142857142857142,1
5,현대건설,2021-11-20,1,고예림,12.5,33.33,0.0,0.0,0.0,0.0,0.0,0.25,2,L,0.04285714285714286,1
6,현대건설,2021-11-20,1,김다인,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1,S,0.04285714285714286,1
9,현대건설,2021-11-20,1,김연견,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,한국도로공사,2021-11-21,1,켈시,45.24,28.57,33.33,0.0,100.0,0.0,50.0,0.0,7,R,0.375,1
1,한국도로공사,2021-11-21,1,박정아,40.0,37.5,100.0,0.0,100.0,0.0,33.33,0.33,3,L,0.21428571428571427,1
2,한국도로공사,2021-11-21,1,배유나,53.85,16.67,75.0,100.0,0.0,100.0,0.0,0.0,1,C,0.17857142857142858,1
3,한국도로공사,2021-11-21,1,전새얀,75.0,100.0,0.0,0.0,0.0,0.0,75.0,0.0,0,L,0.10714285714285714,0
4,한국도로공사,2021-11-21,1,문정원,20.0,0.0,0.0,0.0,0.0,0.0,33.33,0.33,4,R,0.05357142857142857,1
5,한국도로공사,2021-11-21,1,정대영,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.67,1,C,0.05357142857142857,1
6,한국도로공사,2021-11-21,1,이윤정,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,2,S,0.017857142857142856,1
10,한국도로공사,2021-11-21,1,이예림,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
11,한국도로공사,2021-11-21,1,임명옥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Li,0.0,0
0,KGC인삼공사,2021-11-21,0,옐레나,29.41,20.0,0.0,0.0,14.29,0.0,71.43,0.0,3,R,0.4,1
1,KGC인삼공사,2021-11-21,0,한송이,60.0,50.0,0.0,50.0,0.0,75.0,0.0,0.0,1,C,0.23333333333333334,1
2,KGC인삼공사,2021-11-21,0,박혜민,21.43,28.57,0.0,0.0,0.0,0.0,14.29,0.0,4,L,0.13333333333333333,1
3,KGC인삼공사,2021-11-21,0,이소영,11.54,16.67,50.0,0.0,0.0,0.0,0.0,0.0,4,L,0.1,1
5,KGC인삼공사,2021-11-21,0,박은진,40.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0,C,0.06666666666666667,1
6,KGC인삼공사,2021-11-21,0,염혜선,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.06666666666666667,1
7,KGC인삼공사,2021-11-21,0,노란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Li,0.0,0
0,흥국생명,2021-11-23,0,캣벨,32.35,25.93,100.0,0.0,24.0,0.0,53.33,0.0,6,R,0.7272727272727273,1
3,흥국생명,2021-11-23,0,김미연,15.79,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0,L,0.12121212121212122,1
4,흥국생명,2021-11-23,0,이주아,22.22,20.0,0.0,50.0,0.0,0.0,0.0,0.33,0,C,0.12121212121212122,1
7,흥국생명,2021-11-23,0,박혜진,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2,S,0.030303030303030304,1
10,흥국생명,2021-11-23,0,김해란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,IBK기업은행,2021-11-23,1,라셈,42.31,36.36,57.14,0.0,16.67,0.0,100.0,0.67,2,R,0.24193548387096775,1
1,IBK기업은행,2021-11-23,1,김주향,40.0,30.43,100.0,0.0,0.0,0.0,54.55,0.0,4,L,0.22580645161290322,1
2,IBK기업은행,2021-11-23,1,표승주,32.35,33.33,0.0,0.0,0.0,0.0,37.5,0.33,3,L,0.22580645161290322,1
3,IBK기업은행,2021-11-23,1,김희진,44.44,37.5,100.0,0.0,60.0,0.0,0.0,0.0,2,C,0.1774193548387097,1
4,IBK기업은행,2021-11-23,1,김수지,33.33,66.67,0.0,25.0,0.0,0.0,0.0,0.67,1,C,0.0967741935483871,1
5,IBK기업은행,2021-11-23,1,김하경,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.016129032258064516,1
6,IBK기업은행,2021-11-23,1,구혜인,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1,L,0.016129032258064516,0
8,IBK기업은행,2021-11-23,1,신연경,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Li,0.0,0
0,GS칼텍스,2021-11-24,0,모마,31.58,22.86,50.0,0.0,45.45,0.0,26.67,0.8,15,R,0.32941176470588235,1
1,GS칼텍스,2021-11-24,0,강소휘,36.54,36.67,40.0,0.0,0.0,0.0,35.29,0.2,4,L,0.24705882352941178,1
2,GS칼텍스,2021-11-24,0,유서연,41.94,28.57,100.0,0.0,0.0,0.0,46.67,0.4,3,L,0.18823529411764706,1
3,GS칼텍스,2021-11-24,0,권민지,53.85,37.5,0.0,0.0,0.0,50.0,100.0,0.0,0,L,0.1411764705882353,1
4,GS칼텍스,2021-11-24,0,한수지,50.0,0.0,0.0,50.0,0.0,60.0,0.0,0.0,4,C,0.09411764705882353,1
5,GS칼텍스,2021-11-24,0,김지원,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,S,0.0,1
8,GS칼텍스,2021-11-24,0,김해빈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,L,0.0,0
9,GS칼텍스,2021-11-24,0,문명화,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,C,0.0,0
10,GS칼텍스,2021-11-24,0,안혜진,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.0,0
11,GS칼텍스,2021-11-24,0,오지영,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
12,GS칼텍스,2021-11-24,0,한수진,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,한국도로공사,2021-11-24,1,켈시,35.53,25.0,0.0,0.0,36.36,0.0,64.29,0.2,2,R,0.3974358974358974,1
1,한국도로공사,2021-11-24,1,박정아,18.92,26.09,0.0,0.0,0.0,0.0,8.33,0.4,5,L,0.14102564102564102,1
2,한국도로공사,2021-11-24,1,전새얀,40.0,28.57,0.0,0.0,0.0,0.0,66.67,0.0,1,L,0.14102564102564102,0
3,한국도로공사,2021-11-24,1,정대영,25.0,33.33,0.0,33.33,0.0,0.0,0.0,0.2,1,C,0.14102564102564102,1
4,한국도로공사,2021-11-24,1,배유나,44.44,40.0,50.0,100.0,0.0,0.0,0.0,0.0,5,C,0.07692307692307693,1
5,한국도로공사,2021-11-24,1,문정원,50.0,50.0,0.0,0.0,0.0,0.0,60.0,0.0,3,R,0.0641025641025641,1
6,한국도로공사,2021-11-24,1,이예림,40.0,50.0,0.0,0.0,0.0,0.0,33.33,0.0,0,L,0.02564102564102564,0
7,한국도로공사,2021-11-24,1,이윤정,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.01282051282051282,1
11,한국도로공사,2021-11-24,1,임명옥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,KGC인삼공사,2021-11-25,1,옐레나,52.0,53.85,0.0,0.0,50.0,0.0,50.0,0.33,3,R,0.3953488372093023,1
1,KGC인삼공사,2021-11-25,1,이소영,44.0,30.77,75.0,0.0,50.0,0.0,50.0,0.67,2,L,0.32558139534883723,1
3,KGC인삼공사,2021-11-25,1,박혜민,38.46,33.33,0.0,0.0,0.0,0.0,50.0,0.33,1,L,0.13953488372093023,1
5,KGC인삼공사,2021-11-25,1,박은진,30.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,1,C,0.09302325581395349,1
6,KGC인삼공사,2021-11-25,1,염혜선,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2,S,0.046511627906976744,1
9,KGC인삼공사,2021-11-25,1,고의정,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
10,KGC인삼공사,2021-11-25,1,노란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
1,페퍼저축은행,2021-11-25,0,박은서,19.05,16.67,100.0,0.0,0.0,0.0,0.0,0.33,1,L,0.3,0
2,페퍼저축은행,2021-11-25,0,이한비,18.52,17.39,0.0,0.0,0.0,0.0,33.33,0.0,2,L,0.25,1
3,페퍼저축은행,2021-11-25,0,하혜진,16.67,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2,R,0.15,1
4,페퍼저축은행,2021-11-25,0,최가은,12.5,33.33,0.0,0.0,0.0,0.0,0.0,0.0,2,C,0.15,0
5,페퍼저축은행,2021-11-25,0,구솔,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3,S,0.1,0
7,페퍼저축은행,2021-11-25,0,서채원,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0,C,0.05,0
10,페퍼저축은행,2021-11-25,0,김세인,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
11,페퍼저축은행,2021-11-25,0,문슬기,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,현대건설,2021-11-26,1,야스민,46.51,39.13,0.0,0.0,50.0,0.0,66.67,0.0,3,R,0.3108108108108108,1
1,현대건설,2021-11-26,1,양효진,63.64,44.44,0.0,0.0,0.0,83.33,0.0,0.25,3,C,0.21621621621621623,1
2,현대건설,2021-11-26,1,황민경,28.57,40.0,0.0,0.0,0.0,0.0,20.0,0.0,5,L,0.10810810810810811,1
